"","australian","banknote","breastcancer","breastHess","bupa","climate","diabetes","fertility","german","golub","haberman","heart","ILPD","parkinsons","sonar"
"1",0.36231884057971,0,0.148208469055375,0.35,0.467741935483871,0.425925925925926,0.431259044862518,0.4,0.451111111111111,0.40625,0.487272727272727,0.419753086419753,0.476007677543186,0.346590909090909,0
"2",0.399355877616747,0,0.148208469055375,0.391666666666667,0.508038585209003,0.440329218106996,0.450072358900145,0.477777777777778,0.463333333333333,0.307692307692308,0.463768115942029,0.45679012345679,0.466410748560461,0,0
"3",0.384863123993559,0,0.157980456026059,0.428571428571429,0.47741935483871,0.430041152263374,0.454413892908828,0.388888888888889,0.464444444444444,0.4,0.436363636363636,0.42798353909465,0.445297504798465,0,0
"4",0.404186795491143,0,0.143089430894309,0.366666666666667,0.509677419354839,0,0.441389290882779,0.444444444444444,0.467777777777778,0.338461538461538,0.44,0.45679012345679,0.469348659003831,0,0
"5",0.378421900161031,0,0.149593495934959,0.416666666666667,0.498392282958199,0.432098765432099,0.434153400868307,0.466666666666667,0.461111111111111,0.369230769230769,0.456521739130435,0.390946502057613,0.489443378119002,0,0
"6",0.360708534621578,0,0.164227642276423,0.403361344537815,0.459807073954984,0.448559670781893,0.459537572254335,0.366666666666667,0.458888888888889,0.369230769230769,0.489130434782609,0.440329218106996,0.493282149712092,0.340909090909091,0
"7",0.380032206119163,0,0.159349593495935,0.383333333333333,0.47588424437299,0.452674897119342,0.445730824891462,0.444444444444444,0.481111111111111,0.353846153846154,0.469090909090909,0.45679012345679,0.489443378119002,0,0
"8",0.396135265700483,0,0.152845528455285,0.366666666666667,0.464516129032258,0.450617283950617,0.452966714905933,0.422222222222222,0.485555555555556,0.4,0.44,0.403292181069959,0.485604606525912,0,0
"9",0.367149758454106,0,0.154471544715447,0.383333333333333,0.495176848874598,0.438271604938272,0.464544138929088,0.433333333333333,0.466666666666667,0.369230769230769,0.432727272727273,0.423868312757202,0.468330134357006,0.348571428571429,0
"10",0.363929146537842,0,0.154471544715447,0.403361344537815,0.470967741935484,0.436213991769547,0.433526011560694,0.466666666666667,0.485555555555556,0.390625,0.481884057971015,0.448559670781893,0.472168905950096,0,0
