"","australian","banknote","breastcancer","breastHess","bupa","climate","diabetes","fertility","german","golub","haberman","heart","ILPD","parkinsons","sonar"
"1",0.839915966386555,0.992647058823529,0.953125,0.568181818181818,0.441666666666667,0.918367346938776,0.690016103059581,0.333333333333333,0.673333333333333,1,0.446428571428571,0.829545454545454,0.583333333333333,0.558333333333333,0.791666666666667
"2",0.876923076923077,0.976721733533577,0.989583333333333,0.819444444444444,0.715909090909091,0.854166666666667,0.688775510204082,1,0.687763713080169,0.75,0.575,0.870588235294118,0.662337662337662,1,0.95
"3",0.780769230769231,1,0.955194805194805,0.833333333333333,0.615942028985507,0.808163265306122,0.785201149425287,0.333333333333333,0.645611364789447,0.875,0.606666666666667,0.783333333333333,0.531039136302294,0.961538461538462,0.892857142857143
"4",0.798141891891892,1,0.96780303030303,0.761904761904762,0.772875816993464,0.666666666666667,0.761792452830189,0.444444444444444,0.657142857142857,0.583333333333333,0.696969696969697,0.966666666666667,0.673529411764706,0.964285714285714,0.964285714285714
"5",0.873076923076923,1,0.966666666666667,0.954545454545455,0.655677655677656,0.839622641509434,0.750347222222222,0.888888888888889,0.752549781447304,0.55,0.540372670807453,0.732142857142857,0.647008547008547,1,0.859090909090909
"6",0.911764705882353,1,0.96,0.928571428571429,0.555555555555556,0.85,0.722978080120937,0.8125,0.658854166666667,0.9,0.573863636363636,0.661764705882353,0.569500674763833,0.8,0.75
"7",0.797435897435897,0.991071428571429,0.967149758454106,0.833333333333333,0.545454545454546,0.893617021276596,0.670138888888889,0.388888888888889,0.693576388888889,0.5,0.454761904761905,0.825,0.409316770186335,1,0.95
"8",0.856034482758621,1,0.878888888888889,0.9375,0.592105263157895,0.84,0.694814814814815,0.5625,0.695238095238095,0.833333333333333,0.72979797979798,0.766666666666667,0.46615087040619,0.944444444444444,0.958333333333333
"9",0.856302521008403,0.991379310344828,0.954861111111111,0.75,0.660714285714286,0.877551020408163,0.718160377358491,0.333333333333333,0.587316176470588,0.916666666666667,0.494565217391304,0.78021978021978,0.474025974025974,0.75,0.851648351648352
"10",0.869565217391304,0.978260869565217,0.964583333333333,0.727272727272727,0.702898550724638,0.852941176470588,0.725589225589226,0.777777777777778,0.663992869875223,0.833333333333333,0.518633540372671,0.761764705882353,0.647773279352227,1,0.791666666666667
